corpus;company
 Buenas tarde, el día 24-04-2020 realice una compra de juego vagilla 24 pieza Two tiñes turquesa (mica) la cual en la orden del seguimiento decía que el día 28-04-2020 venía en camino la cual jamás llegó a mi domicilio , me meto a ver el sieguimiento la cual salía que el día 05-05-2020 fue entregada a mi domicilio a la cual jamás fue así, siempre compre en falabella y nunca había tenido problema , pero esta vez no me han dado ninguna solución , por mi producto, espero que me den alguna solución, estaré más tranquila, Muchas gracias;Falabella
 Hace un mes compré una estufa quedaron de enviarla el 15/5/2020A la fecha aún no llega y se llama yLa máquina no da solucion;Falabella
 Realice una compra de varios productos en el mes de Marzo, de los cuales llego la mayoría. Tenía fecha de entrega de 2 closed con fecha de entrega 07/04 los cuales aún no los he recibido. En la página sale como entregado, he intentado comunicarme por todas las plataformas y no me dan ninguna respuesta, he intentado la devolución del dinero pero sin resultados. Pésimo servicio;Falabella
 Compre en falabella 2 productos haciendo la suma de $203.990, el despacho estaba para el día 25 de mayo, no llego, el número de teléfono tienes que marcarlo un mínimo de 15 veces para que te funcione, la página para generar reclamos está en B. ósea no te permiten nisiquiera ingresar un reclamo, tampoco actualizan la información para hacerle seguimiento desde tu cuenta! Cuando logre contactarme al teléfono me dicen que me van a llamar para reagendar , nunca me llamaron tuve que llamar yo, me reagendaron para el 27, tampoco llego ! Estamos a 28 llamo y me dicen que no se sabe si lo van a despachar que nadie tiene comunicación con los de bodega... es una broma ??? Como no vas a tener contacto con quien está despachando los productos de tu empresa !! Es una burla y una impotencia tan grande al haber preferido una tienda aparentemente “seria” y que mi dinero que invertí en unas máquinas para poder hacer un negocio en medio de esta pandemia y poder recuperarme económicamente, esté estancado sin poder tener una respuesta como corresponde, lo peor de todo es que en sus comerciales y propagandas pancho M. dice “seguimos despachando a todo chile, costo despacho cero sin precio mínimo” y el despacho me lo cobraron igual y el producto no llega y dudo que llegueFalabella una *****a !!!;Falabella
 Realice una compra el día 30 de Abril de 4 productos para poder regalarle a mi madre y me di cuenta que puse poder error la comuna de Santiago. Intente desde ese momento realizar la cancelación de la compra a través de la pagina web y me dice que intente mas tarde. Lo he realizado por la app y también no me deja realizar la cancelación de N° de orden 5402202281. Eso lo he intentado varias veces de realizar y me comunico con call center, nunca responden y cuando lo hacen me cortan la llamada. Me parece una empresa nefasta en realizar la gestión y el seguimiento real de los productos. Quiero cancelar la comprar y que se me devuelva el dinero a mi cuenta rut. Casi un mes sin solución del caso y me parece una falta de respeto.Ya los denuncie al sernac con este numero de reclamo N° R2020W3824833,Saludos y espero una pronta solución.;Falabella
 Hace dos semanas se suponia que tenia que llegar un pedido que compre por falabella y ahun no pasa nada ni la boleta me han mandado no he tenido respuesta alguna ya que llamo me deriba a la pagina y en la pagina tampoco puedo ver mi estado se la orden;Falabella
 Falabela anula mi compra on line de 600 lucas, a travésde sernac responden que me devolveran el 18 de mayo. Y hasta la fecha no he recibido el dinero.Son **********s !;Falabella
 Compré un producto el día 14 del mes de marzo, llevo esperando al día de hoy 28 de mayo alguna solución, pedí la devolución del dinero el 18 de mayo y aun no se ve reflejada ninguna acción. En la pagina ya no me dan ninguna otra opción para contactarme (la linea telefónica que brindan no sirve para nada) o poder gestionar nada. solo en preguntas frecuentes veo que el dinero de devolución se verá reflejado en un lapso de 72 horas y evidentemente esto no ha sucedido.Es increíble que 3 meses después aun no solucionen nada, prácticamente Falabella me robó el dinero porque no obtuve el producto ni tampoco mi dinero de vuelta.;Falabella
" Segundo día que no puedo saber cuando llegará mi Compra.He seguido llamando al Servicio al Cliente de Falabella para consultar el estado de mi Orden de Compra que debió llegar el día de ayer. En las opciones que se presentan se indica ""o espere en línea para ser atendido por una ejecutiva"", lo cual no sucede, volviendo a las opciones del menú inicial.En general dice que consulte mis Ordenes en Falabella.com, pero esta solo muestra información atrasada.Pagué aprox $4.000 para que mi compra llegara el Martes 26 y ya estamos a Jueves 28. Minimo espero que me descuenten lo que pagué sin mencionar todos los inconvenientes ocasionados que no son menores, como por ejemplo que aun no puedo usar los Calienta Cama y Colchas que compré justamente por las bajas de temperatura.Es impresentable que nadie llame para informar de los atrasos, que son comprensibles, pero al menos confirmar alguna fecha hora. Solo me llegó un correo el Martes en la noche indicando que están con atrasos en la entrega, esperaba que llegara al otro día, pero nada de nada.";Falabella
 El 18 de mayo realice dos compras el cual al momento de hacerlas las cancele! Llegaron las notas de crédito a mi correo y aún no obtengo la devolución de mi dinero en la tarjeta, trato de comunicarme al servicio al cliente, pero bota la llamada, nose que hacer donde preguntar y que me indiquen fechas de devolución de mi dinero.;Falabella
 hace ya dos mese compre 2 unos productos que fueron cobrados junto con sus cobros despachos cada uno numero de la comrpa Nª 5380651552 , se cancelo un producto por demora y se cancelo esa venta resulta que todavía ya a 28 de mayo no devuelven el dinero correspondiente al producto y al cobro de despacho el cual nunca fue enviado.se encuentra emitida una nota de crédito hace mas de un mes y el dinero no se refleja en mi cuenta, pero solo por el juego y no por el costo de su despacho que también fue cancelado al momento de realizar la compra..realmente esto sinvergüenzura.;Falabella
 Estimados Sres. Falabella:¿Cómo es posible que habiendo hecho una compra con llegada el día 23 a mi domicilio, no exista explicación alguna por su no entrega en la fecha prometida?Lo comprado es para un regalo a mi madre que cumple años pasado mañana, dia 29 de mayo.Se compró en base a la información de despacho que ustedes mismo dieron.Espero que al menos exista la capacidad en su empresa para dar una respuesta a este reclamo.Aunque está publicitado que el retail no atiende reclamos y que las diligencias que los clientes efectuan ante sernac no tienen ningún resultado, este reclamo se hara llegar a dicho Servicio.No. Boleta electrónicaBoleta electrónicaFolio N°: 659390741Fecha de emisión: 18/05/2020Atentamente,;Falabella
 Mi pedido no llegó en la fecha, y nadie me contactó para tener una respuesta. necesito saber que pasa porque el call center nadie contesta;Falabella
 Compre un producto a través de falabella.com, teniendo fecha de despacho para el 18/5/20. Siendo 28/5/20 aún no me llega el producto ni siquiera me llaman para dar una respuesta.Llamo al call center de atención al cliente y dejo reclamos, dando como única solución que me llamarán para informarme.no tienen respuesta ni siquiera la capacidad de contactarse con los clientes, pésimo servicio.;Falabella
 El dia 22 dd Mayo compre un producto que posterior a la compra me retracte porque el tiempo de entrega era de casi dos meses. Nadie se ha contactado conmigo y tampoco han hecho devolucion de mi dinero que asciende al monto de 125.000 pesos. necesito respuesta de la empresa. Mas aun que el dinero en estos tiempos escasea.;Falabella
 Final de febrero compre lavadora y pague por el envío. Se devolvió una vez llegada a mi casa. Y para retirarla me pidió Falabella que pagara en plaza oeste para que la retiraran de mi domicilio.Fue retirada a principios de marzo. Y desde esa fecha estoy esperando el reembolso en dinero.Servicio al cliente me dicen que debo esperar hasta que se abrá el mal en plaza oeste porque yo la compré en ese recinto y en ese local debo pedir la nota de débito. Pero resulta que por la pandemia no se sabe cuando se abrirá ese local y tengo que esperar para recuperar mi plata.Creo que es mala esa política ya que a final de marzo tuve que pagar la cuenta o sino quedaba en Mora. Y son más o menos $ 450.000.- y yo soy jubilado y me hace falta ese dinero más ahora como están las cosas. También me deben el dinero que pagué en esa ocasión por ma garantia extendida y además pagué $ 30.000.- por el retiro de mi lavadora mala que tampoco retiraron de mi domicilio. Hace 3 meses que retiraron la lavadora de mi domicilio conforme y no me devuelven la compra hasta ahora.;Falabella
 Hola:Compré una lana,la cuál iba a llegar el 12 al 15 de mayo,la cuál no ha llegado,y no he recibido ninguna información de la tienda.Espero pronta respuesta,gracias;Falabella
 En el mes de enero compre un seguro de viaje, por la situación actual el viaje fue postergado para lo cual me comunique con seguros Falabella para solicitar el cambio a la nueva fecha del viaje, me dijeron que no era posible que tenía que anular el seguro y volver a comprarlo on la nueva fecha, he realizado desde el mes de marzo todo lo que ellos me han solicitado, incluso enviar una cartola de mi cuenta para demostrarles que ellos no me han pagado, me han atendido más de 3 ejecutivos diferentes y me solicitan una y otra vez lo mismo ahora me salen con que los datos de la cuenta no coinciden y se los he enviado varias veces y verificado, realice un reclamo en sernac pero tengo q esperar 18 días, ya no sé qué más hacer y no me devuelven mi dinero.;Falabella
 el 9 de mayo compre dos productos en Falabella internet... hasta la fecha aun no llegan... lamo al servicio al cliente y nadie contesta .... solo tienen personal en la parte de ventas, pero como ya compraste no te dan ninguna solucion del despacho....ingrese una especie de reclamo (que ni eso se puede hacer en la pagina) y me llego un correo el 22 de mayo que supuestamente se iban a comunicar conmigo y hasta la fecha nada.... en la pagina de Falabella tienen un seguimiento de orden el cual lo unico que indica que lamentamos la situacion en la que estamos no llega mi pedido.... y eso esta actualizado al 18 de mayo... super irresponsables y poco serios para las personas que ya compramos....;Falabella
 El dia 24 de mayo de 2020, hice una compra con despacho a domicilio donde pague un agregado para que pudiera llegar al día siguiente (25 de mayo) debido a que necesito con urgencia el producto.He llamado en reiteradas ocaciones al call center y sólo me han dicho información falsa, la primera llamada me dicen que el producto ya se encuentra en ruta, al no llegar el producto llame al día siguiente 26 de mayo donde me dicen que el producto jamás estuvo en ruta y que aún no sale de bodega ( primera menntira) el mismo dia volví a llamar y me dicen que dejarán con urgencia mi despacho, hoy volví a llamar 27 de mayo y me dicen que no han dejado información de despacho con urgencia(segunda mentira) el siguiente llame me dicen que se contactaran vía mail antes de las 18 horas volví a llamar debido a que no me llegó el supuesto correo volví a llamar donde el ejecutivo me dice que no pueden hacer eso de contactar por correo(tercera mentira).El dia 29 ya no estaré en mi domicilio por cambio de casa, exijo una solución fidedigna de esta situación.;Falabella
 Compré el 6 de abril vía Falabella on line un producto que jamás llegó, no contestan por ninguna vía y ha pasado demasiado tiempo, dos meses casi y ninguna solución. Realicé otra compra y lo mismo, no llegó un producto y no dan respuesta de ninguna clase y no hay forma de contactarse con ellos.Tienen miles de reclamos en redes sociales y sólo contesta una computadora. Ya no sé como hacerlo para que solucionen mi requerimiento. Pésima experiencia. Número de solicitud 1-82661650379 y número de segunda compra 5421770655,;Falabella
 el dia 23 de abril compre dos libros por falabella, los cuales nunca llegaron y fueron cobrados a fin de mes.que púedo hacer?;Falabella
 realice una compra por falabella internet el 24-05 compre una estufa electrica tenia fecha de entrega el 9-05-20aun no he tenido respuesta les envio correo y no tengo respuesta de ninguna forma;Falabella
 Estoy AGOTADA de estar preguntando por todas sus redes sociales el estado de mi pedido. DICE CLARAMENTE QUE SE DEBIÓ ENTREGAR EL 15 DE MAYO. ¿DÓNDE ESTÁ MI PEDIDO?no responden TELÉFONOS, no responden MENSAJES INTERNOS POR TWITTER E INSTAGRAM. DICEN QUE ESTÁN A MÁXIMA CAPACIDAD Y NO SON CAPACES DE RESPONDER ALGO TAN SIMPLE COMO SABER DONDE ESTÁ UN MALDITO PEDIDO. SU LOGÍSTICA ES PÉSIMA POR NO DECIR COMO LA REAL *****a . ESTOY ENFURECIDA CON USTEDES. ME SIENTO TOTALMENTE ESTAFADA POR SU EMPRESA. QUIERO MI PRODUCTO O MI DINERO DE VUELTA.ESTOY CANSADA DE GRITARLES POR INTERNET. NO TENGO CON QUIEN COMUNICARME ¿ES EN SERIO?;Falabella
" Anulé una compra y me sale que solicité cambio del producto. Es anulación de la compra. El número de orden es 5402821031. Cuando ingreso a mis órdenes en su página web sale esto: ""Has solicitado el cambio de 2 productos, tu número de solicitud es el 1-83428653580. necesito anular la compra, NO CAMBIO. He enviado por RRSS y nadie responde. Entiendo el contexto actual, pero al menos una respuesta para saber qué pasa con todo esto.";Falabella
" En reiteradas ocasiones he llamado al Servicio al Cliente de Falabella para consultar el estado de mi Orden de Compra que debió llegar el día de ayer.En las opciones que se presentan se indica ""o espere en línea para ser atendido por una ejecutiva"", lo cual no sucede, volviendo a las opciones del menú inicial.";Falabella
 En publicidad de Falabella dicen que si compras por la aplicacion, el flete es gratis.... mentiraCompré por la app falabella el dia 22/05 a las 12:16 y dice Despacho $3990, cuando deberia decir Despacho $0NO se puede aceptar una publicidad tan falsa.;Falabella
" Hola, Mi nombre es CLAUDIA, realicé 3 compras de celulares con planes por falabella.com y he tenido inconvenientes con todas ellas.-La primera compra no llegó en la fecha por tanto cancelé el pedido dos semanas después, sin embargo, el mandato por 18 meses con CLARO no se ha cancelado.-La segunda compra debía llegar el 04-05-2020, y a la fecha no ha sucedido, ni tampoco he sido informada de nueva fecha de entrega.-La tercera compra no aparece registrada en ""mis ordenes"", no me llegó la boleta ni mandato por correo ya que la llamada se cortó luego de que ingresara mi tarjeta CMR y me comentarían sobre el despacho. El vendedor no se volvió a contactar conmigo. Además, el plan que solicité contemplaba un valor del equipo de $9.990 (más despacho) y se realizó el cargo por $19.990 (más despacho). Como no me llegó el mandato ni la boleta al correo, tuve que ir presencialmente a la tienda el día 21-05-2020 para obtener la boleta, al día de hoy aún no recibo el mandato con la compañía telefónica para ver las condiciones. Esta última compra debía ser entregada el 18 de mayo y tampoco la he recibido.He realizado llamadas al servicio al ciente, a falabella connect, a compras online, y a todos los números que me han entregado, la mayoría me trasladan de un departamento a otro, las llamadas se cortan, y cuando por fin me contestan me dicen que debo seguir esperando que me envíen correo con la información de los despachos. Me comentaron en última llamada realizada hoy, que envíe un correo a peracionesconnet@falabella.cl ya que al día de hoy no he tenido respuesta concreta sobre mis compras, y el correo aparece bloqueado y no disponible.Cuando estaba realizando la primera compra por internet, me indicaron que el despacho a domicilio era muchísimo más rápido que retiro en tienda y que por tanto lo recomendaban, es por esto que lo realicé con despacho. Programé la baja de mi plan para coincidir con la entrega del primer equipo, y dado que esto no sucedió, me encuentro sin plan telefónico que me permita trabajar con normalidad, entendiendo que con la pandemia y modalidad teletrabajo, el teléfono e internet son una herramienta importantísima. Me parece insólito después de casi un mes no recibir información alguna de nuevas fechas o procedimiento a seguir. Al día de hoy no puedo realizar una compra de equipo con plan en tienda (pensando en cancelar todas las compras online vigentes) ya que tengo 3 MANDATOS ACTIVOS CON CLARO, de los cuales ninguno puedo hacer uso, y uno de ellos fue cancelado hace semanas.";Falabella
 Señores de Falabella, nuevamente vuelvo a realizar un reclamo contra ustedes , siguen con sus llamadas para cobrar cuotas que no he podido pagar, que se entienda que lamentablemente No les puedo pagar.No se que tanto pueda afectar en su patrimonio, mi deuda de $110.000.No quiero que vuelvan a llamar, cuando pueda y tenga el dinero me acercare a sus oficinas de pagos.;Falabella
 Compro mi producto, que claramente indica la página que existe stock para retiro en tienda, lo compro para un cumpleaños y cuando me confirman el mail de retiro me dirijo y nada, si no que me envían un nuevo correo indicando tienen un inconveniente con mi compra y llegará para un mes y medio más tarde, es una burla? Por que no actualizan sus stocks que hacen a las personas perder el tiempo sobre todo con esta crisis sanitaria donde es una odisea ir a retirar un producto! Horrible la atención telefónica y la App.;Falabella
 El día 3 de mayo compré un producto por la página de Falabella el cual tenía despacho programado para el 23 de mayo. Hasta el día de hoy 27 de mayo, mi producto no ha llegado a mi domicilio en La Reina, nadie de la empresa me entregó una explicación o fecha tentativa y a mayor abundamiento para mi sorpresa, al revisar el despacho en la página con el número de mi orden, el producto aparece como supuestamente entregado el día de ayer lo que es completamente falso. Ahora tengo que esperar no se cuanto tiempo para que me den una respuesta, no hay canales de atención telefónica en estos momentos por la pandemia y al revisar el producto en la página aparece como entregado, es decir es la peor experiencia de compra que he tenido con una empresa que se supone seria.;Falabella
 FALTA ENTREGA DE TABLETCristhian Patricio Chavez para contacto SEÑORES DE FALABELLA.por favor LES RECUERDO QUE AÚN NO ME LLEGA UN EQUIPO SAMSUNG- GALAX, QUE COMPRÉ POR TELEFONO EL 09-04-2020, CON ADAMIA JAQUELINE VARGAS PAVEZ, POR UN PRECIO DE $ 169.000, CON EL compromiso QUE A TRAVEZ D0E TELEX CHILE LO HARÍAN LLEGAR A MELIPILLA EL 20-004-2020.ES MUY IMPORTANTE TENER EN CUENTA QUE EN LA BOLETA DEL FECHA 09-04-2020, PARECE EL COBRO DE MI COMPRA LA CUAL PAGUÉ OPORTUNAMENTE A TRAVES DEL BANCO FALABELLA.LES HAGO PRESENETE QUE ESTE DÍA 25-05-2020 AÚN NO LO HAN ENVIADO A TRAVÉS DE TELEX CHILE PARA RETIRARLO.MI NRO. DE ORDEN DE COMPRA ES: 5387867611.BOLETA ELECTRÓNICA NRO. 658011225ANTERIORMENTE ENVIÉ UN AVISO POR INTERNET.DESPUÉS CONCURRI A LA TIENDA FALABELLA MELIPILLA, ME ASIGNARON LA SOLICITUD NRO.1- 83 190 522 600, FECHA 12-05-2020.EL 15-05-2020, POR TELÉFONO ME LLAMO DON DAVID ELGUETA , PREGUNTANDOME SI HABÍA RECIBIDO CONFORME MI COMPRA, YA QUE SEGÚN REGISTROS INTERNOS QUE TENIA FALABELLA EL DIA JUEVES 14-05-2020, MI COMPRA HABÍA SIDO ENTREGADA POR UN DISTRIBUIR DE FALABELLA, A LO CUAL LE CONFIRMÉ QUE ESO ERA falso, EN MI DOMICILIO NI mi esposa NI YO HE RECIBIDO EL APARATO QUE COMPRÉ.LE EXPLIQUE A DON DAVID ELGUETA QUE AL REALIZAR LA COMPRA CON ADAMIA VARGAS PAVEZ, ACORDAMOS QUE ME LA ENVIARÍAN A MELIPILLA A TRAVÉS DE CHILE EXPRESS.HAGO PRESENTE QUE ADAMIA VARGAS TAMBIÉN ME OFRECIÓ HACERLA LLEGAR A TRAVÉS DE UN DISTRIBUIDOR DIRECTO DE FALABELLA POR UN PRECIO, SI NO ME EQUIVOCO EL COBRO SERÍA DE $ 10.000, LO CUAL NO LO ACEPTÉ Y LE PEDÍ QUE LO HICIERAN A TRAVÉS DE CHILE EXPRESS.PERMANEZCO EN ESPERA DE SU RESPUESTA Y SOLUCIÓN AL PROBLEMA QUE SIGNIFICA.ATTE.;Falabella
 compre producto por aplicacion falabella el dia 17/05/20despacho gratis y espero fecha de llegada producto .el cual no llego fecha estimada por tienda 26/5/20.consulto por mi productos el cual no registra en la aplicaccion aparece como producto cancelado y no me dan respuesta .por lo cual yo no e cancelado en ningun momento mi compra ni hay nota de credito ni nada .exijo cumplimiento de entrega ya que si uno tiene demora en paga ellos se hacen presente sin demora .;Falabella
 Compré el 10 de mayo unas botas , llegaron con el cierre roto , llame al día siguiente y me dijeron que me llamarían para retirarlas y entregarme unas en buen estado . Llevo 2 semanas y nada. ni siquiera puedo escribir nada en IG ( tienen los comentarios bloqueados ) al teléfono de falabella nada , me dicen que no pueden hacer nada .Pésimo servicio !No puedo hacer un reclamo por la página por que el producto aparece como NO entregado . Está todavía en ruta según ellos !!La única solución sería ir a la tienda y en estos tiempos por mi salud no estoy saliendo de mi casa .agradecere si me ayudan , que hago ????No tienen donde ni con quien reclamar;Falabella
 Con mi Orden de compra # 1384824020 y con Orden de venta # 327914, adquiri un producto el cual tenia fecha entrega el pasado 21 de Mayo 2020, no ha llegado, no devuelven llamadas, es imposible la comunicacion telefonica y virtual y no contestan correos electronicos.;Falabella
 No compren por internet a esta institución FALABELLA no cumplen con la entrega llevo más de un mes esperando que me entreguen el producto que compre el día 25.04 y ni siquiera responder el teléfono 600 las llamadas se cortan Una vergüenza de retail;Falabella
" Con fecha 28 de abril compré dos artículos para realizar ejercicio en casa, como regalo para mi hijo que estaría de cumpleaños a mediados de mayo. Se indicó que la fecha de entrega sería el 07 de mayo; al día de hoy los productos no han llegado, siguen con despacho pendiente. El call center no responde, y no hay opción en la página web para ingresar el respectivo reclamo.Cabe destacar que en los mismos días compré otras cosas en Falabella y en Homecenter, y aunque ya las recibí, llegaron con retraso, aunque no tanto como el caso que estoy comentando hoy. .";Falabella
 Me dividieron el despacho de compra en 3, uno fue cancelado y me cobraron el despacho, el segundo llegó incompleto y aparece entregado y el tercero llegó completo. N* orden 5416036643.;Falabella
 Un producto comprado no lo retiré a tiempo.la empresa anuló el 05 de mayo la compra, he intentado contactar a la empresa para saber porque no han realizado al devolución del dinero, pero no hay canal de comunicación disponible con ellos.;Falabella
 estoy pagando un producto orden nº5379614346 y me acabo de enterar que el despacho fue a otra persona segun boleta 657657791.mi nombre es ester aravena carrasco direccion de constituciondespachado a talca con otra direccion;Falabella
 Buenas tardes, el día 18 de Mayo de 2020 hice una compra online, pagué $3.990 por despacho para que llegase el día que yo quería (20 de Mayo). Pero el pedido no llegó hasta ayer, 25 de Mayo, al ver el estado de mis órdenes me enteré que el pedido me llegó ayer, cuando nunca fue así. Mi compra online nunca llegó. Llamo para saber qué pasó con mi pedido, y la única respuesta que obtengo es que no pueden hacer nada porque no hay sistema, que intente más tarde o bien que haga un reclamo en la página de Falabella. Ingreso a la página y tampoco tienen sección para poder realizar mi reclamo. La cuenta me llega el mes entrante (5 de Junio) y tengo que pagar la chaqueta y el despacho realizado, y no llegó la chaqueta y menos se realizó el despacho. Espero haya un solución al respecto.;Falabella
 Compré una mesa y pedí una devolución, justo después de eso recibí un correo electrónico diciendo que recogerían el producto al día siguiente, 20 días después de la solicitud y no vinieron. El teléfono que contesta solo llama a nadie responde.;Falabella
 Buenas tardes, Hace más de un mes hice una compra en Falabella la cual fue por internet y fue cobrada inmediatamente. Llegó la fecha que supuestamente iba a ser entregado el producto en mi domicilio y nunca llegó, en el seguimiento dice que ya fue entregado posterior a esto se puso un reclamo y la asistente telefónica una vez de las miles nos contestó diciendo que el reclamo sería procesado pero ya ha pasado más tiempo y nada. Sigo llamando y solo me cortan.;Falabella
 Hice una compra de varios productos, separaron en 3 despachos, cobrando por separado cada despacho $1.990, uno de los despachos llego solo 1 producto y los otros decía en un principio en la pagina que ya habían sido entregados, ahora aparece que estan pendientes de entrega sin indicar fecha, hice reclamo al sernac y contestaron que el producto fue recibido satisfactoriamente, pero no habla de lo que no se ha enviado, son unos sin vergüenzas, no contestan correos ni teléfonos, no hay donde consultar ni menos pedir devolución de mi dinero.;Falabella
 Buenas tardes, he taratado de comunicarme por todos los medios con la empresa FALABELLA S.A, en los cuales en ningun caso he tenido respuesta sobre los productos que no me han llegado ya se cumplira un mes y no tengo noticias, no envian un mail, llamada o contestar por ultimo las redes sociales, necesito una respuesta, ingrese mi reclamo en sernac tambien, yo solo quiero que me hagan llegas mi productos o retirarlos en tienda por ultimo, esto es lo ultimo que encontre a ver si puedo hacer presion y me contesten gracias;Falabella
 no cumplen con la fecha indicada al momento de comprar, mi producto tiene mas de 5 dias de atraso. No sé para qué publican una fecha si no la van a cumplir, realmemte es mejor conorar por mercado libre.;Falabella
 Primero que nada te dividen la Compra en 2, es decir, te cobran doble despacho. Cuando por fin llega la compra, falta un producto, pero en la app aparece como entregado.no responden los mail.Cobran igual.Pasa el tiempo y nadie se hace cargo.Me parece increíble que una enpresa que se supone o se posiciona como lider en retail en Chile, tenga tan mala logística y post- venta!Mal mal Falabella;Falabella
 Estimados, falabella ha incumplido con la entrega de un producto realizado el día 04/05/2020, la cual tenia fecha de despacho el 20/05/2020 ( cosa increible a estas alturas que se demoren tanto para la entrega de un producto), espere pacientemente y el día del despacho no llegan con el producto. En la pagina de seguimiento me indican que han tenido algunos problemas y que se estaran contactando conmigo, cosa que a la fecha con día 26 de mayo no lo han hecho.Peor aún, compre un producto el cual si me llego en fecha, porque pague un poco más por el despacho, y venía con una talla que no habia solicitado, obviamente solicite la devolución del producto y ya han pasado 4 días en que nadie responde a la solicitud, ni siquiera para indicar que lo están viendo. Llame al call center y pasa ocupado y te indican a que hagas la gestión en la página, y en la página nadie te pesca.El servicio ha sido muy deficiente, y a través de su twitter tampoco responden, se supone que esta FalabellaAyuda, cosa que no ha hecho en todo este tiempo.Falabella ha sido un comercio que a estas alturas debe haber tenido resuelto el tema del delivery, y a la fecha a demostrado que esta muy lejos de brindar un buen servicio.Saludos.;Falabella
 Compre un celular y en la boleta me dice que debo cancelar $ 4.000 por el envío hasta donde yo tengo entendido el envío es gratis hasta sale en los comerciales espero respeten lo que están ofreciendo..;Falabella
 Compre una lavadora el 7 de noviembre del 2019 por internet la utilice en diciembre recién después de que me llegar y resulta que estaba en mal estado sonaba mucho como si tuviera algo roto por dentro fui a falabella me dieron el numero de teléfono del servicio tencino y ellos me dijeron que por la situacion del pais por las protestas no podían enviar técnicos a mi domicilio por seguridad de ellos que viera a mediados de febrero llame a mediados de febrero y verían algún técnico espere 1 mes y después paso lo del covid-19 ahora resulta que tampoco envian técnicos por seguridad de ellos he llamado todos los meses al servicio técnico y no responden llame a falabella me hacen esperar 10 a 15 minutos para que alguien recién responda y que sucede me dicen que espere un minuto y despues me envian la encuesta de finalización de llamada falabella es un fraude no se quiere hacer responsable de los productos que vende;Falabella
 En Marzo hice una compra (N°5376225521) por internet por $ 628.750 mil pesos por 3 productos. Según pagina demoraba 1 semana ,pero demoraron 3 semanas en actualizar el estado de la orden en la web page (ni siquiera responder una llamada)que existía solamente existía solo 1 de los 3 productos comprados y cobrados en la tarjeta de crédito. Luego solo devolvieron $279990 a la tarjeta de crédito uno de los productos y después de 1 mes aproximadamente me enviaron una nota de crédito de $239.000 sin mayor explicación y nuevamente sin ningún contacto al cual llamar o escribir. Con la contingencia es claro que no puedo salir a cobrar esa nota de crédito y tampoco contestan algún teléfono o correo. Considero un abuso que primero no cumplen con los plazos, luego no son transparentes con el stock, luego te devuelven el dinero que ellos quieren en la forma que a ellos se les da la gana sin ninguna posibilidad de llegar a un acuerdo (telefónico) con el pago. Debo mencionar que me dieron un bono de 40.000 por la molestia, pero prácticamente me retienen $ 239.000 en esa famosa nota de crédito que aparentemente no puede ser usada para hacer otra compra online trato de llamar y es imposible.;Falabella
 El producto debería haber llegado el 8 de mayo y estamos a 26 y no ha llegado....como quieren que uno compré por Internet si no cumplen...Y si esta bien estamos en una pandemia pero no hagan más propaganda...gracias;Falabella
 Compre hace varias semanas y mi producto aun no llega, terrible atención, no lesRecomiendo comprar por Internet;Falabella
 Tengo un doble cobro SOAP. He llamado muchas veces y las muchas veces he debido enviar la misma información, esto desde el 5 de abril. La respuesta es esperar y cuando consulto como va el caso , me envían un correo para enviar otra vez la documentación. Estoy cansada. Son 5 mil pesos, pero son mios y la situación q estoy es una riquesa. me siento pasada a llevar y es una falta de respeto lo q han hecho conmigo. necesito mi dinero, estoy desesperada como muchas personas en este momento. No quiero pensar que esto se hace muchas veces . y por favor solo quiero mi dinero.;Falabella
 Con fecha 18 de abril realice una compra online la cual te dan a eligir fecha de entrega del producto que debiese haber sido el 09 de mayo del 2020, a la fecha no llega el producto, no me han llamado de la tienda,en la pagina de mis despachos no hay mayor información, vía teléfono tampoco ya que es una operadora, encuentro pésima servicio de falabella y sus despachos. solicito una respuesta y solución a la brevedad de parte de la tienda...Número de orden:5393784995;Falabella
 Estimados, realice la compra de un par de zapatillas con despacho a domicilio orden 5410872599 primera fechan de entrega era para el 18/05 no se cumplió, segunda fecha fue para el 22/05 tampoco se cumplió, hasta el momento no me han contactado para informar cual es la tercera fecha de entrega al fono 984680449, solicito una solución a la brevedad, ya que al realizar seguimiento de la orden no aparece información actualizada;Falabella
 Compre unos headset, todo iba bien, hasta que se aproximó la fecha 12/05/20 que debería haber llegado, y hasta la fecha de hoy 25/05/20. No se ha actualizado el envío.Está demás decir que la compra la hice el 24/04/20.;Falabella
 Se compra por internet producto en oferta y queda comprometida la entrega para el 23 de mayo, y a la fecha 3 días después aún no llega ni informan quedando completamente sin amparo alguno. Es una *****a .orden=5416009142;Falabella
 Con mi Orden #5418306997, compré un producto el cual tenia fecha entrega el 27 de Mayo 2020, no llego, no llamaron y ahora al revisar las ordenes dice que lo enviaran en un mes más, el 25 de Junio ¡¡¡ sin explicación.;Falabella
" Compre 3 pares de pantalones con despacho a domicilio ,pagando este costo y me enviaron 4 pares de pantuflas,he ingresado multiples reclamos,no responen correos,no contestan telefono; agendaron cambio para el 25 y no concurrieron.He solicitado mi devolución y dicen que mientras no retiren el producto no procede.";Falabella
 Los días 23 y 24 de Marzo, hicieron compras internacionales con mi CMR y Atención del cliente me deriva a quelos vea con Google.A la fecha ninguna solución y los intereses continúan.;Falabella
